,index,name,prompt_name,input,continuations,correct_answer,is_consistent,is_nonsense,is_realistic,logprobs,multiple_choice_grade,human_matched_logprobs,human_matched_multiple_choice_grade
394,160,-3760764422008596433,None,"If jank are bigger than saft, then saft are ","['smaller than jank', 'bigger than jank']",['smaller than jank'],False,True,False,[-1.04255366 -4.04875469],True,[-0.63457626 -4.13865137],True
395,161,-4735988745704277220,None,"If saft are bigger than jank, then jank are ","['smaller than saft', 'bigger than saft']",['smaller than saft'],True,True,False,[-1.07403028 -3.77459478],True,[-0.49277237 -4.37344456],True
396,162,-432937686334724428,None,"If sapt is bigger than phrite, then phrite is ","['smaller than sapt', 'bigger than sapt']",['smaller than sapt'],True,True,False,[-1.69745421 -4.30814791],True,[-1.14095199 -3.02045298],True
397,163,5072566530959976353,None,"If zint is more crandful than yob, then yob is ","['less crandful than zint', 'more crandful than zint']",['less crandful than zint'],False,True,False,[-1.32504272 -4.62338734],True,[-1.3234266  -1.57595825],True
398,164,-7002783750274051997,None,"If yink are more useful than clun, then clun is ","['less useful than yink', 'more useful than yink']",['less useful than yink'],False,True,False,[-3.98382592 -4.71440268],True,[-0.77150261 -3.78197527],True
399,165,-2454451169293814112,None,"If clun is more useful than yink, then yink is ","['less useful than clun', 'more useful than clun']",['less useful than clun'],True,True,False,[-3.54668832 -4.53970242],True,[-0.88639349 -3.77524233],True
400,166,-2520245142256437804,None,"If vant are more beautiful than phrist, then phrist are ","['less beautiful than vant', 'more beautiful than vant']",['less beautiful than vant'],True,True,False,[-1.53250015 -3.32330036],True,[-0.71677059 -5.11336422],True
401,167,-4355610584922411022,None,"If the Sahara desert is colder than dimp, then dimp is ","['hotter than the Sahara desert', 'colder than dimp']",['hotter than the Sahara desert'],False,True,False,[-2.22398829 -7.29323578],True,[-0.93443418 -3.8052125 ],True
402,168,-5883637983884622056,None,"If zoft is worse than crand, then crand is ","['better than zoft', 'worse than zoft']",['better than zoft'],True,True,False,[-5.97183943 -9.92606258],True,[-4.46289682 -4.25140095],False
403,169,-6487436106774960559,None,"If spuff is bigger than the yact, then yact is ","['smaller than the spuff', 'bigger than spuff']",['smaller than the spuff'],True,True,False,[-9.33805752 -6.37073135],False,[-1.59395385 -1.94724882],True
404,170,-3226876310209217044,None,"If mag is colder than yoct, then yoct is ","['hotter than mag', 'colder than mag']",['hotter than mag'],False,True,False,[-2.7814405  -5.48152637],True,[-1.0311414 -2.0308795],True
405,171,-5474677053515532782,None,"If criff is brighter than hamp, then hamp is ","['darker than criff', 'brighter than criff']",['darker than criff'],False,True,False,[-2.22150898 -3.71680975],True,[-0.57275838 -2.70040345],True
406,172,-6970375157378806101,None,"If hamp is brighter than criff, then criff is ","['darker than hamp', 'brighter than hamp']",['darker than hamp'],True,True,False,[-2.08873177 -3.75957203],True,[-0.51127183 -3.64171147],True
407,173,-2697475412904346405,None,"If vept is bigger than gluff, then gluff is ","['smaller than vept', 'bigger than vept']",['smaller than vept'],False,True,False,[-5.57842255 -4.41164684],False,[-1.29753208 -2.42304254],True
408,174,4140979045654885568,None,"If gluff is bigger than vept, then vept is ","['smaller than gluff', 'bigger than gluff']",['smaller than gluff'],True,True,False,[-5.76425362 -4.7024045 ],False,[-1.18825912 -2.31281519],True
409,175,-8271539541068151332,None,"If sland are uglier than traft, then butterblen are ","['prettier than sland', 'uglier than sland']",['prettier than sland'],True,True,False,[-3.7702837  -3.18428969],False,[-1.49261403 -0.99368376],False
410,176,-8334056675379937829,None,"If butterblen are prettier than sland, then sland are ","['uglier than traft', 'prettier than traft']",['uglier than traft'],True,True,False,[-15.46455193 -13.36641312],False,[-1.06285834 -2.31541109],True
411,177,730760904903887852,None,"If brid are taller than plusk, then plusk are ","['shorter than brid', 'taller than brid']",['shorter than brid'],True,True,False,[-0.9946332 -3.2662065],True,[-0.72529763 -3.60897756],True
412,178,-540517858567699392,None,"If frun is hotter than blop, then blop is ","['colder than frun', 'hotter than frun']",['colder than frun'],False,True,False,[-1.05217814 -4.68303871],True,[-0.50350404 -3.89640045],True
413,179,-2793261240142245139,None,"If hap are bigger than thrund, then thrund are ","['smaller than hap', 'bigger than hap']",['smaller than hap'],True,True,False,[-1.00253165 -4.31846476],True,[-0.71415931 -2.96691942],True
414,180,6202464604681609499,None,"If ved are less scary than trunt, then trunt are ","['less scary than ved', 'less scary than ved']",['less scary than ved'],False,True,False,[-3.55171776 -3.55171776],True,[-0.78817827 -0.78817827],True
415,181,7793231174691561385,None,"If yoct is hotter than mag, then mag is ","['colder than yoct', 'hotter than yoct']",['colder than yoct'],False,True,False,[-1.78676939 -4.64279699],True,[-0.68857622 -3.46542144],True
416,182,-2841423485000984303,None,"If jict is less sweet than phropt, then phropt is ","['sweeter than jict', 'less sweet than jict']",['sweeter than jict'],False,True,False,[-1.1772182  -4.67425251],True,[-0.79671317 -3.55118203],True
417,183,-3990928120554244019,None,"If phropt is less sweet than jict, then jict is ","['sweeter than phropt', 'less sweet than phropt']",['sweeter than phropt'],True,True,False,[-1.21270967 -4.14981174],True,[-0.74288607 -2.87052417],True
418,184,640245666763811854,None,"If jict is sweeter than phropt, then phropt is ","['less sweet than jict', 'sweeter than jict']",['less sweet than jict'],True,True,False,[-2.30506635 -4.38419485],True,[-0.8519274  -2.97862291],True
419,185,-7798733081264044160,None,"If blop is more drast than wet, then blop is ","['less wet than drast', 'more wet than drast']",['less wet than drast'],False,True,False,[-7.30421877 -5.60427284],False,[-2.08466554 -0.83962798],False
420,186,8901684959184144886,None,"If drast is less wet than blop, then blop is ","['more wet than drast', 'less wet than drast']",['more wet than drast'],True,True,False,[-2.08449483 -4.02632332],True,[-1.0294162  -1.90154099],True
421,187,-4477803286042926232,None,"If blop is more wet than drast, then drast is ","['less wet than blop', 'more drast than wet']",['less wet than blop'],True,True,False,[ -1.85124874 -11.08345795],True,[-0.4907994  -4.86411381],True
422,188,-6726451756792460528,None,"If frun is more hot than beb, then beb is ","['less hot than frun', 'more hot than frun']",['less hot than frun'],False,True,False,[-1.22713244 -5.14855623],True,[-0.73972732 -3.0169003 ],True
423,189,-8372853922363515289,None,"If clun is softer than yab, then yab is ","['harder than clun', 'softer than clun']",['harder than clun'],True,True,False,[-0.96459168 -5.02047157],True,[-1.1335789  -2.00739741],True
424,190,5791010131131454883,None,"If vant are more beautiful than sask, then sask are ","['less beautiful than vant', 'more beautiful than vant']",['less beautiful than vant'],True,True,False,[-1.58998156 -2.77726126],True,[-0.64985263 -4.79883432],True
425,191,-4977823609236161685,None,"If trunt are slimier than ved, then ved are ","['drier than trunt', 'slimier than trunt']",['drier than trunt'],False,True,False,[-4.55552292 -3.92021656],False,[-0.67858845 -4.30395412],True
426,192,-5318299310577333960,None,"If ved are drier than trunt, then trunt are ","['slimier than ved', 'drier than ved']",['slimier than ved'],False,True,False,[-11.06905365  -4.33795929],False,[-2.8378818  -1.46354222],False
427,193,3955164202284894551,None,"If trunt are drier than ved, then ved are ","['slimier than trunt', 'drier than trunt']",['slimier than trunt'],True,True,False,[-9.86091709 -4.81694317],False,[-3.47321606 -1.22382438],False
428,194,-7361893098231296651,None,"If lupt is louder than flump, then flump is ","['quieter than lupt', 'louder than lupt']",['quieter than lupt'],True,True,False,[-1.42630184 -4.24008608],True,[-0.72748053 -3.99266648],True
429,195,2618664806437686824,None,"If bript are slower than shrad, then shrad are ","['faster than bript', 'slower than bript']",['faster than bript'],False,True,False,[-0.9763574 -3.2684679],True,[-1.37539184 -1.37237501],False
430,196,-2735238257109133613,None,"If shrad are slower than bript, then bript are ","['faster than shrad', 'slower than shrad']",['faster than shrad'],True,True,False,[-0.91008335 -4.82331753],True,[-1.40288317 -1.40509617],True
431,197,-7789146051346368738,None,"If zoct are less fluffy than yink, then yink are ","['fluffier than zoct', 'less fluffy than zoct']",['fluffier than zoct'],True,True,False,[-2.21455145 -2.58197069],True,[-1.1857574  -1.69020224],True
432,198,3650345013135205867,None,"If vant are less hairy than jiss, then jiss are ","['more hairy than vant', 'less hairy than vant']",['more hairy than vant'],True,True,False,[-1.17495787 -3.56168628],True,[-1.06361067 -2.06145072],True
433,199,2584035646986143386,None,"If frupt are smaller than bript, then bript are ","['bigger than frupt', 'smaller than frupt']",['bigger than frupt'],True,True,False,[-5.10454988 -5.43033886],True,[-1.20252323 -1.58235109],True
434,200,-3256869816614821932,None,"If glat are less sweet than chand, then chand are ","['more sweet than glat', 'less sweet than glat']",['more sweet than glat'],False,True,False,[-2.27262259 -2.66513252],True,[-0.74214864 -2.61806917],True
435,201,5631081164792010835,None,"If chand are less sweet than glat, then glat are ","['more sweet than chand', 'less sweet than chand']",['more sweet than chand'],True,True,False,[-4.17457819 -3.47984552],False,[-1.02341568 -2.27187037],True
436,202,-6432245413957928946,None,"If smed are taller than dring, then dring are ","['shorter than smed', 'taller than smed']",['shorter than smed'],False,True,False,[-1.15390217 -4.25428486],True,[-0.78026766 -3.42654991],True
437,203,7772345266038515008,None,"If smed are shorter than dring, then dring are ","['taller than smed', 'shorter than smed']",['taller than smed'],True,True,False,[-1.59713387 -3.85235667],True,[-0.7569707 -3.1336062],True
438,204,2070646610001626822,None,"If pron is slower than gand, then gand is ","['faster than pron', 'slower than pron']",['faster than pron'],True,True,False,[-1.84927332 -5.52730036],True,[-1.62958753 -1.12934721],False
439,205,-2568735503830117925,None,"If gand is faster than pron, then pron is ","['slower than gand', 'faster than gand']",['slower than gand'],True,True,False,[-1.73040175 -3.37733841],True,[-0.46956214 -5.24147844],True
440,206,-1598994487299736934,None,"If gand is less fun than pron, then pron is ","['more fun than gand', 'less fun than gand']",['more fun than gand'],False,True,False,[-0.79848427 -4.36143494],True,[-0.82072294 -2.07094073],True
441,207,-2662936027622292574,None,"If nost can jump farther than frupt, then frupt can ","['jump less far than nost', 'jump farther than nost']",['jump less far than nost'],True,True,False,[-4.85362434 -2.05347133],False,[-0.77161777 -3.91627598],True
442,208,-3182201467015631476,None,"If trag can fly slower than pand, then pand can ","['fly faster than trag', 'fly slower than trag']",['fly faster than trag'],True,True,False,[-0.61409509 -3.56297827],True,[-1.36177957 -2.60933566],True
443,209,321330892262338948,None,"If dact are less scary than sclack, then sclack are ","['more scary than dact', 'less scary than dact']",['more scary than dact'],False,True,False,[-2.32194233 -3.41121912],True,[-0.88154799 -2.25348902],True
444,210,-6074760684125148582,None,"If chask are faster than snaff, then snaff are ","['slower than chask', 'faster than chask']",['slower than chask'],True,True,False,[-1.61330736 -2.85284877],True,[-0.34656006 -4.8600235 ],True
445,211,-2718936478996441987,None,"If mfrun can run faster than cim, then cim can ","['run slower than besp', 'run faster than besp']",['run slower than besp'],False,True,False,[-25.47165871 -20.4519577 ],False,[-2.13573718 -2.01246333],False
446,212,-3316047072561496598,None,"If mfrun can run slower than cim, then cim can ","['run faster than besp', 'run slower than besp']",['run faster than besp'],True,True,False,[-22.84609032 -21.18204689],False,[-1.97024524 -2.33770227],True
447,213,-2587896633832196681,None,"If bript are less loyal than fuft, then fuft are ","['more loyal than bript', 'less loyal than bript']",['more loyal than bript'],False,True,False,[-0.45050475 -4.76123381],True,[-1.1900177  -2.08620286],True
448,214,-8811993465876777171,None,"If pand are less dangerous than sleck, then sleck are ","['more dangerous than pand', 'less dangerous than pand']",['more dangerous than pand'],True,True,False,[-1.3075999  -3.70462418],True,[-1.36212742 -2.10984492],True
449,215,-3347049773381450843,None,"If jang are stronger than sland, then sland are ","['weaker than jang', 'stronger than jang']",['weaker than jang'],False,True,False,[-1.92788935 -2.32837963],True,[-1.11723804 -3.87771201],True
450,216,-97169141306430071,None,"If sland are weaker than jang, then jang are ","['stronger than sland', 'weaker than sland']",['stronger than sland'],False,True,False,[-2.11987972 -3.79472923],True,[-0.87721705 -4.51049519],True
451,217,-8296924805477715179,None,"If sland are stronger than jang, then jang are ","['weaker than sland', 'stronger than sland']",['weaker than sland'],True,True,False,[-3.1964066  -2.75675488],False,[-0.8505457  -4.60818386],True
452,218,-3195109721311081809,None,"If fuft are less beautiful than traft, then butterblen are ","['more beautiful than fuft', 'less beautiful than fuft']",['more beautiful than fuft'],True,True,False,[-3.04398012 -4.67735386],True,[-1.60512137 -1.3566004 ],False
453,219,-2426977797363672547,None,"If bript are weaker than frupt, then frupt are ","['stronger than bript', 'weaker than bript']",['stronger than bript'],False,True,False,[-1.84024799 -5.11630154],True,[-0.84343368 -4.09877348],True
454,220,-4852879655209620010,None,"If frupt are weaker than bript, then bript are ","['stronger than frupt', 'weaker than frupt']",['stronger than frupt'],True,True,False,[-1.64686036 -4.47174168],True,[-0.75847876 -3.38372755],True
455,221,4063068020568552769,None,"If bript are stronger than frupt, then frupt are ","['weaker than bript', 'stronger than bript']",['weaker than bript'],True,True,False,[-2.28680754 -3.56863213],True,[-0.80410105 -4.18836069],True
456,222,-6143027021935886637,None,"If fisk are stronger than jisk, then jisk are ","['weaker than fisk', 'stronger than fisk']",['weaker than fisk'],True,True,False,[-2.18428874 -3.41346264],True,[-0.63258344 -4.51466703],True
457,223,3524832123112298098,None,"If yasp is colder than yot, then yot is ","['hotter than yasp', 'colder than yasp']",['hotter than yasp'],True,True,False,[-1.70698464 -4.83362913],True,[-1.14236832 -1.89262307],True
458,224,-9214270997587760278,None,"If bisk is more expensive than splink, then splink is ","['less expensive than bisk', 'more expensive than bisk']",['less expensive than bisk'],False,True,False,[-1.71513963 -4.4493165 ],True,[-0.94782311 -3.83206534],True
459,225,-1016822245761151532,None,"If bem are worse than threck, then threck are ","['better than bem', 'worse than bem']",['better than bem'],False,True,False,[-1.65929401 -2.39407778],True,[-2.26130652 -1.26326895],False
460,226,-3970720852244948480,None,"If thrump are slower than om, then om are ","['faster than thrump', 'slower than thrump']",['faster than thrump'],True,True,False,[-0.76329631 -3.34690285],True,[-1.29290533 -1.79640567],True
461,227,1120978695888001703,None,"If zoct is wetter than flump, then flump is ","['drier than zoct', 'wetter than zoct']",['drier than zoct'],False,True,False,[-1.63192034 -5.67103958],True,[-0.88856024 -1.94863713],True
462,228,7793231174691561385,None,"If yoct is hotter than mag, then mag is ","['colder than yoct', 'hotter than yoct']",['colder than yoct'],False,True,False,[-1.78676939 -4.64279699],True,[-0.68857622 -3.46542144],True
463,229,-111846157513329737,None,"If mag is hotter than yoct, then yoct is ","['colder than mag', 'hotter than mag']",['colder than mag'],True,True,False,[-2.88051009 -4.96569729],True,[-0.76482207 -3.91122341],True
464,230,4437262377278593238,None,"If stope is bigger than thrun, then thrun is ","['smaller than stope', 'bigger than stope']",['smaller than stope'],True,True,False,[-3.56030297 -4.50670433],True,[-1.20224249 -2.45243216],True
465,231,1340821796916393924,None,"If phrite is colder than sclace, then sclace is ","['hotter than phrite', 'colder than phrite']",['hotter than phrite'],True,True,False,[-1.68935382 -4.29353428],True,[-1.44347095 -1.69106638],True
466,232,3587150703088791628,None,"If phrite is brighter than sclace, then sclace is ","['dimmer than phrite', 'brighter than phrite']",['dimmer than phrite'],False,True,False,[-2.87373924 -4.99677277],True,[-0.78603601 -4.95742369],True
467,233,-5435048449970267672,None,"If sclace is brighter than phrite, then phrite is ","['dimmer than sclace', 'brighter than sclace']",['dimmer than sclace'],True,True,False,[-2.62962747 -4.87769938],True,[-0.72768652 -5.16377258],True
